,deal,description,entrepreneurs,location,askedFor,exchangeForStake,valuation,title,Multiple Entreprenuers,year,cat_Business Services,cat_Children/Education,cat_Fashion/Beauty,cat_Fitness/Sports/Outdoors,cat_Food and Beverage,cat_Green/CleanTech,cat_Health/Wellness,cat_Lifestyle/Home,cat_Media/Entertainment,cat_Novelties,cat_Pet Products,cat_Software/Tech,cat_Travel
58,1.0,"Is that decaf? Are you sure? If you've ever felt paranoid about whether you're really getting decaf, and making sure that you're not unwittingly setting yourself up for a sleepless night, Caffeindicator could be for you. Caffeindicator is a litmus-like indicator to test whether coffee is regular or decaf. But this isn't a stand-alone product, at least not the way it was pitched. The idea is to get these indicators printed on the sugar or artificial sweetener packets that you see at the coffee shop, restaurant, or diner. It would have been a good idea for distribution, since it takes advantage of how these packets are already ubiquitous. Unfortunately for the caffeine-averse though, this product still hasn't hit the market, even years after its Shark Tank debut. What was demonstrated on the show was a mock prototype, and the entrepreneur hadn't even yet begun to approach the sweetener packet manufacturers or estimating the cost of such an add-on feature.",Michael Schiavone,1,200000.0,25.0,800000.0,Caffeindicator,0,2010.0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,1.0,"Move over, Legos! Qubits is a new construction toy for kids. Recommended for ages 4 to 16, even adults could have fun with these new shapes. Created by an independent inventor, Qubits encourage exploration in engineering, architecture, geometry and design. Unlike Lincoln Logs or Tinker Toys, or even Legos in recent years, there's no pre-determined plan to follow with Qubits, only your imagination. Parents will also appreciate that Qubits are dishwasher-safe! Qubits are 100% made in the USA.",Mark Burginger,1,90000.0,51.0,176471.0,Qubits,0,2010.0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,1.0,"A reinvented umbrella that is hands-free, impossible to invert, and protects the user from wind chill.",Alan Kaufman,1,200000.0,25.0,800000.0,Nubrella,0,2010.0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,0.0,"A liquid, organic fertilizer made from ""llama doo"".",Aida and Phil Lough,1,125000.0,10.0,1250000.0,Llama Brew,1,2010.0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,0.0,"If you want to shake things up in your greeting card practices, why not deliver those happy sentiments on a bouncy ball instead? The medium is the message, after all. Send-A-Ball will literally send a bouncy ball in the mail on your behalf to any recipient you designate. Your greetings will be all the more happily received this way! Send-A-Ball is run by two sisters who live across the street from each other, and wanted to have a business that would give them the freedom and flexibility to spend time with their families.",Michele Kapustka and Melisa Moroko,1,86000.0,20.0,430000.0,Send A Ball,1,2010.0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,0.0,A home-based shoe business with a sales model similar to Tupperware parties.,Nicole Jones,1,150000.0,15.0,1000000.0,Pillars of Slippers,0,2010.0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,1.0,"Collar stays: can't live with 'em, can't live without 'em. For any man that has struggled to keep their collars pert and upright, and suffered the constant shifting of their plastic collar stays, there's Wurkin Stiffs. This company makes men's accessories for the long haul, offering solutions to common inconveniences in men's apparel. The Wurkin Stiffs signature product is the Power Stays, which are kept securely in place by strong magnets. While Power Stays are made for men's dress shirts, the company also produces Polo Stays that keep your polo shirts looking crisp. Wurkin stiffs has expanded to offer a full suite of men's accessories, including cufflinks, RFID wallets, money clips, tie bars, and travel bags.",Jonathan Boos,1,85000.0,10.0,850000.0,Wurkin Stiffs,0,2011.0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,1.0,Dance education centers for children.,Megan Reilly and Sarah Nuse,1,30000.0,5.0,600000.0,Tippi Toes,1,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0
66,0.0,Premium wine sold by the glass in individually-sealed plastic cups.,James Martin,1,300000.0,5.0,6000000.0,Copa di Vino,0,2011.0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,0.0,Food products by Chef Big Shake. The flagship product is the Original Shrimp Burger.,Shawn Davis,1,200000.0,25.0,800000.0,CBS Foods,0,2011.0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,1.0,A subscription toy service.,Nikki Pope,1,100000.0,10.0,1000000.0,Toygaroo,0,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,0.0,An alarm clock that wakes up the user with freshly cooked bacon.,Matty Sallin,1,40000.0,20.0,200000.0,Wake n' Bacon,0,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,1.0,Allergy season bringing you down? Maybe it's time to give First Defense Nasal Screens a try. These screens ward off allergies without medication. First Defense Nasal Screens are self-adhesive strips that attach to your nose to cover the nasal passage. They filter the air coming in through your nose and keeps allergens out. This product has been tested to significantly reduce 99% of particles at 10 microns. Even at sub micron levels they have been shown to be effective by 77% or more.,Joe Moore,1,500000.0,10.0,5000000.0,First Defense Nasal Screen,0,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,0.0,"Vurtego is a high-tech pogo stick that is super lightweight, ultra durable, and nearly silent. It provides the smoothest and highest performance pogo ride anywhere. Eschewing the traditional pogo stick spring, Vurtego's bounce comes from compressed air instead. Before hopping on, you simply pump it up using any bike pump or air compressor. The cylinder body is made of aircraft aluminum and the footpeg assembly locks the user's feet to the pogo stick securely during the bounce. Made in the USA, Vurtego comes fully assembled and ready to bounce you to new heights!",Brian Spencer,1,500000.0,20.0,2500000.0,Vurtego,0,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,0.0,Rubber bands that increase the resistance in your exercise activities.,Stacy Erwin,1,140000.0,15.0,933333.0,Fitness Stride,0,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,1.0,"Mod Mom Furniture is stylish, high-quality, made-to-order furniture for children's bedrooms and playrooms. These carefully crafted pieces are long-lasting, so they can serve your child over many years. The company was founded by the eponymous mom who was dissatisfied with the current offerings on the market, which were expensive and uninspired. Mod Mom Furniture sources eco-friendly materials, including sustainable and formaldehyde-free wood and varnishing products.",Kiersten Hathcock,1,90000.0,25.0,360000.0,Mod Mom Furniture,0,2011.0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,1.0,"FlipOutz are flexible silicon bracelets that can hold five coins of your choosing. Kids can personalize their Flip Outz with any five of numerous available choices. You can also swap out coins, trade them with friends, and even set up an online profile which lets you show off the coins you have and see where your traded coins have traveled over time.",Emily Johnson,1,100000.0,20.0,500000.0,Flip Outz,0,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,0.0,"Pure Ayre Odor Eliminator is for anyone who owns pets or has ever faced off against lingering smells. What makes Pure Ayre different than other smell-neutralizing sprays is that it uses natural enzymes to break down the smelly compounds. Pure Ayre banishes bad odors without harsh chemicals, alcohol, bacteria, or citrus. It's effective on even the most offensive smells, for example vomit, skunk spray, and kennel odors. Once you buy your first 14 oz. or 22 oz. spray bottle of Pure Aure Odor Eliminator, you can buy it by the gallon and continue to reuse the bottle.",James Mitchell,1,150000.0,10.0,1500000.0,Pure Ayre,0,2011.0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,1.0,"A country-style apparel store sold through Sports Authority, truck stops and travel plazas.",Mike Abbaticchio & Shon Lees,1,50000.0,25.0,200000.0,Hillbilly Brand,0,2011.0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,1.0,A children's seat attachable to luggage that instantly converts it into a travel stroller.,Darryl and Randy Lenz,1,50000.0,25.0,200000.0,Ride-On Carry-On,1,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,0.0,Premium beef jerky made without additives or preservatives.,Ken Howell,1,25000.0,20.0,125000.0,Uncle Zip's Beef Jerky,0,2011.0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,1.0,A rubber band that works as a money clip.,Johnny Gennaro & Vinny Pastore,1,50000.0,20.0,250000.0,Broccoli Wad,0,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,0.0,An aromatic lip gloss designed to help curb appetite.,April Morris,1,80000.0,20.0,400000.0,THINgloss,0,2011.0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,1.0,Light-up decals for car windows.,George Podd and Rolf Schwartz,1,100000.0,5.0,2000000.0,Lightfilm,1,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0.0,"Small cases for mints, gum and contact lenses featuring a clip that allows them to be attached to belts, backpacks, or other travel gear.",Bob Kroupa,1,500000.0,30.0,1666667.0,Clip'n'Go,0,2011.0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,1.0,A magnetic skin with a decorative finish that can be applied to any appliance.,Jan Augenstein,1,100000.0,30.0,333333.0,Fridge Fronts,0,2011.0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,1.0,A new kind of broom with a built-in scraper.,Shane Pannell,1,40000.0,25.0,160000.0,Sweep Easy,0,2011.0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,0.0,"Accessories for casual golfers. The flagship product is the Par 6 cooler, which can keep a six-pack of beer stored in the shoe pocket of any golf bag.",Melissa and Ben Fossey,1,60000.0,20.0,300000.0,Caddy Swag,1,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,1.0,Cakes made from scratch from family recipes. They ship nationwide and orders can be placed online.,Kim Nelson,1,50000.0,25.0,200000.0,Daisy Cakes,0,2011.0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,0.0,Designer hospital gowns for expecting moms.,Deidrea Haysel,1,30000.0,20.0,150000.0,Hot Mama Gowns,0,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,1.0,"An impact-resistant hydration system that attaches to shoulder pads, aimed at football players in training.",Chris Spencer,1,50000.0,25.0,200000.0,Hydromax,0,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,0.0,A mobile entertainment company running specialized vehicles with movie theaters and video games.,Stuart and David Pikoff,1,500000.0,10.0,5000000.0,Games2U,1,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,0.0,"A barf bag worn around the neck, for small children who are prone to carsickness.",Les Cookson,1,30000.0,15.0,200000.0,Carsik Bib,0,2011.0,0,1,0,0,0,0,0,0,0,0,0,0,0
91,0.0,A push mower marketed as a more eco-friendly alternative than powered mowers.,Andy Humphrey,1,90000.0,20.0,450000.0,Ecomowers,0,2011.0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,0.0,"A line of candles that come in ""manly"" scents of pot roast, golf course, football, popcorn and draft beer, among others.",Johnson Bailey,1,50000.0,25.0,200000.0,Man Candle,0,2011.0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,0.0,Non-stick fabric aisle runners for wedding ceremonies and special events.,Julie Goldman,1,250000.0,15.0,1666667.0,Original Runner Company,0,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,1.0,"The Rocket, the company's flagship product, can turn anything into a speaker through its vibrations.",Jason Lucash and Michael Szymczak,1,150000.0,15.0,1000000.0,Origaudio,1,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1.0,Hy-Conn is a super-fast connector for fire hydrants and garden hoses. The Pro Edition can be connected to any fire hydrant without the use of adapters or tools. The Home edition is for garden hoses.,Jeff Stroope,1,500000.0,40.0,1250000.0,Hy-Conn,0,2011.0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,1.0,"The patented CitiKitty Cat Toilet Training Kit uses a proven, disappearing litter box technique that has successfully toilet trained cats for decades. CitiKitty's specially-designed training seat fits ALL toilets and transitions cats of all age, size, and breed from litter box to toilet. Any healthy cat, three months of age or older that is successfully using a litter box is a candidate for toilet training.",Rebecca Rescate,1,100000.0,15.0,666667.0,CitiKitty,0,2011.0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,0.0,T-shirts for expectant moms that display the due date.,Kim Preis,1,50000.0,15.0,333333.0,Samson Martin,0,2011.0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,1.0,Shoes with interchangeable uppers allowing the user to easily vary their look.,Dominique McClain Barteet,1,500000.0,20.0,2500000.0,One Sole,0,2011.0,0,0,1,0,0,0,0,0,0,0,0,0,0
99,1.0,Aldo Orta Jewelry makes fashion jewelry with a royal theme.,Aldo Orta,1,180000.0,45.0,400000.0,Aldo Orta Jewelry,0,2011.0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,1.0,A water container that unscrews from the bottom as well as the top for ease of cleaning.,Dave Mayer,1,60000.0,5.0,1200000.0,The Clean Bottle,0,2012.0,0,0,0,0,0,0,0,1,0,0,0,0,0
101,1.0,A website where people can pre-purchase a night out on the town without the fear of getting turned away from a venue.,Alashe Nelson,1,150000.0,15.0,1000000.0,EZ VIP,0,2012.0,0,0,0,0,0,0,0,0,1,0,0,0,0
102,0.0,Professional ghost-writing services company.,Michael Levin,1,200000.0,10.0,2000000.0,Business Ghost,0,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,0.0,Personalized services for planning your own funeral in advance. They have partnered with a large insurance company for a plan that gives people the opportunity to prepay for their funeral.,Nancy Bush and Sue Kruskopf,1,100000.0,10.0,1000000.0,My Wonderful Life,1,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,1.0,"An online service where people can buy made-to-order cartoon drawings of cats, which are posted to the website.",Steve Gadlin,1,10000.0,25.0,40000.0,I Want to Draw a Cat for You,0,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,0.0,A system to teach how to make successful sales pitches and step-by-step guides on what to say to prospective customers.,Dave Greco,1,90000.0,40.0,225000.0,Salespreneur,0,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,0.0,A cargo management system that can transform a pickup truck into a bigger cargo-carrying vehicle in about 30 seconds with racks that fold out of the back bed.,Donny McCall,1,100000.0,10.0,1000000.0,Invis-A-Rack,0,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0.0,Concept for a family-friendly magic show in Las Vegas.,Rick Smith,1,1500000.0,20.0,7500000.0,Rick Smith Jr. Vegas Magic Show,0,2012.0,0,0,0,0,0,0,0,0,1,0,0,0,0
